Speech2vec Vocab,Speech2vec Pairwise Cosine Similarity,Word2vec Vocab,Word2vec Pairwise Cosine Similarity
delicate,,delicate,
mysterious,,mysterious,
alice,,alice,
acquaintance,,acquaintance,
express,,express,
kindness,,kindness,
lest,,lest,
hungry,,hungry,
bought,,bought,
harry,,harry,
visible,,visible,
deck,,deck,
understanding,,understanding,
lights,,lights,
crying,,crying,
ocean,,ocean,
flying,,flying,
sounds,,sounds,
store,,store,
firm,,firm,
bowed,,bowed,
elsie,,elsie,
you'd,,you'd,
unable,,unable,
goods,,goods,
queer,,queer,
ashamed,,ashamed,
somewhere,,somewhere,
clever,,clever,
parents,,parents,
beg,,beg,
dignity,,dignity,
intelligence,,intelligence,
divine,,divine,
comfortable,,comfortable,
remains,,remains,
bridge,,bridge,
useful,,useful,
farm,,farm,
bearing,,bearing,
lighted,,lighted,
basket,,basket,
thoroughly,,thoroughly,
friendship,,friendship,
tis,,tis,
friendly,,friendly,
returning,,returning,
weary,,weary,
marked,,marked,
hopes,,hopes,
impression,,impression,
escaped,,escaped,
somebody,,somebody,
sold,,sold,
admitted,,admitted,
loose,,loose,
plainly,,plainly,
hate,,hate,
helped,,helped,
fellows,,fellows,
safety,,safety,
meal,,meal,
thinks,,thinks,
seldom,,seldom,
pushed,,pushed,
sail,,sail,
extreme,,extreme,
avoid,,avoid,
fairly,,fairly,
price,,price,
rope,,rope,
appears,,appears,
direct,,direct,
belief,,belief,
cheeks,,cheeks,
becoming,,becoming,
extent,,extent,
foolish,,foolish,
practice,,practice,
features,,features,
ease,,ease,
religious,,religious,
tied,,tied,
whence,,whence,
eagerly,,eagerly,
lover,,lover,
concerned,,concerned,
somehow,,somehow,
eating,,eating,
concerning,,concerning,
arranged,,arranged,
accustomed,,accustomed,
hale,,hale,
original,,original,
leg,,leg,
join,,join,
won,,won,
provided,,provided,
level,,level,
older,,older,
wholly,,wholly,
cap,,cap,
ate,,ate,
partly,,partly,
governor,,governor,
rome,,rome,
laughter,,laughter,
branches,,branches,
violent,,violent,
slipped,,slipped,
eggs,,eggs,
whilst,,whilst,
deeply,,deeply,
substance,,substance,
yards,,yards,
hastily,,hastily,
tiny,,tiny,
cool,,cool,
constantly,,constantly,
tale,,tale,
murder,,murder,
christmas,,christmas,
sons,,sons,
nodded,,nodded,
fail,,fail,
mental,,mental,
temple,,temple,
earnest,,earnest,
established,,established,
struggle,,struggle,
hers,,hers,
uttered,,uttered,
fox,,fox,
capital,,capital,
signs,,signs,
nurse,,nurse,
treated,,treated,
lonely,,lonely,
efforts,,efforts,
wound,,wound,
glanced,,glanced,
apart,,apart,
enjoy,,enjoy,
consideration,,consideration,
haste,,haste,
image,,image,
spare,,spare,
fill,,fill,
club,,club,
amongst,,amongst,
cabin,,cabin,
conscience,,conscience,
hanging,,hanging,
smith,,smith,
brilliant,,brilliant,
gaze,,gaze,
gained,,gained,
grandfather,,grandfather,
tower,,tower,
troops,,troops,
sell,,sell,
portion,,portion,
anxiety,,anxiety,
bringing,,bringing,
consequence,,consequence,
relations,,relations,
billy,,billy,
faithful,,faithful,
superior,,superior,
victory,,victory,
advance,,advance,
dared,,dared,
circle,,circle,
patience,,patience,
setting,,setting,
rolled,,rolled,
fought,,fought,
intention,,intention,
discover,,discover,
principles,,principles,
mercy,,mercy,
patient,,patient,
murmured,,murmured,
gazed,,gazed,
employed,,employed,
silk,,silk,
boots,,boots,
handed,,handed,
feared,,feared,
active,,active,
pictures,,pictures,
labor,,labor,
treasure,,treasure,
bottle,,bottle,
thrust,,thrust,
sank,,sank,
obtained,,obtained,
discovery,,discovery,
rank,,rank,
native,,native,
stared,,stared,
distinguished,,distinguished,
jumped,,jumped,
misery,,misery,
rage,,rage,
approaching,,approaching,
relation,,relation,
stock,,stock,
managed,,managed,
maiden,,maiden,
trail,,trail,
elizabeth,,elizabeth,
guilty,,guilty,
chest,,chest,
star,,star,
suspicion,,suspicion,
consent,,consent,
theory,,theory,
showing,,showing,
dawn,,dawn,
addressed,,addressed,
troubled,,troubled,
woman's,,woman's,
kiss,,kiss,
admiration,,admiration,
ugly,,ugly,
shone,,shone,
throne,,throne,
thousands,,thousands,
flung,,flung,
behold,,behold,
merry,,merry,
teach,,teach,
gain,,gain,
sacrifice,,sacrifice,
waste,,waste,
needs,,needs,
member,,member,
bade,,bade,
nineteen,,nineteen,
cloth,,cloth,
shadows,,shadows,
wooden,,wooden,
reasons,,reasons,
sum,,sum,
jesus,,jesus,
david,,david,
dancing,,dancing,
style,,style,
interests,,interests,
magic,,magic,
fled,,fled,
sang,,sang,
trial,,trial,
bay,,bay,
remark,,remark,
smooth,,smooth,
fort,,fort,
minister,,minister,
birth,,birth,
wisdom,,wisdom,
report,,report,
favour,,favour,
stands,,stands,
kinds,,kinds,
address,,address,
described,,described,
forehead,,forehead,
joe,,joe,
produce,,produce,
proposed,,proposed,
helen,,helen,
utterly,,utterly,
follows,,follows,
armed,,armed,
pause,,pause,
immense,,immense,
grant,,grant,
assured,,assured,
sensible,,sensible,
ninety,,ninety,
popular,,popular,
delightful,,delightful,
melancholy,,melancholy,
extremely,,extremely,
let's,,let's,
refuse,,refuse,
slightly,,slightly,
recognized,,recognized,
mystery,,mystery,
explanation,,explanation,
cave,,cave,
approach,,approach,
energy,,energy,
mounted,,mounted,
principal,,principal,
chosen,,chosen,
jim,,jim,
resumed,,resumed,
host,,host,
sigh,,sigh,
custom,,custom,
highly,,highly,
exercise,,exercise,
agreeable,,agreeable,
departure,,departure,
method,,method,
wedding,,wedding,
forces,,forces,
sighed,,sighed,
spend,,spend,
confess,,confess,
constant,,constant,
rare,,rare,
everyone,,everyone,
sin,,sin,
attitude,,attitude,
british,,british,
observe,,observe,
sylvia,,sylvia,
directed,,directed,
manners,,manners,
secure,,secure,
continue,,continue,
affected,,affected,
horrible,,horrible,
confusion,,confusion,
guide,,guide,
sacred,,sacred,
younger,,younger,
press,,press,
claim,,claim,
accident,,accident,
bye,,bye,
aloud,,aloud,
pipe,,pipe,
supply,,supply,
distinct,,distinct,
sentence,,sentence,
event,,event,
figures,,figures,
accompanied,,accompanied,
frank,,frank,
useless,,useless,
fierce,,fierce,
shaking,,shaking,
corn,,corn,
recovered,,recovered,
ends,,ends,
centre,,centre,
duties,,duties,
rested,,rested,
roman,,roman,
knights,,knights,
subjects,,subjects,
shade,,shade,
swept,,swept,
locked,,locked,
reality,,reality,
assistance,,assistance,
magnificent,,magnificent,
band,,band,
connection,,connection,
mistaken,,mistaken,
souls,,souls,
immediate,,immediate,
riding,,riding,
surrounded,,surrounded,
mill,,mill,
plans,,plans,
we've,,we've,
convinced,,convinced,
savage,,savage,
national,,national,
awake,,awake,
exist,,exist,
leaning,,leaning,
loves,,loves,
divided,,divided,
inclined,,inclined,
previous,,previous,
breaking,,breaking,
stayed,,stayed,
odd,,odd,
unfortunate,,unfortunate,
sufficiently,,sufficiently,
robin,,robin,
increase,,increase,
utmost,,utmost,
banks,,banks,
cheek,,cheek,
council,,council,
sleeping,,sleeping,
nervous,,nervous,
senses,,senses,
permitted,,permitted,
win,,win,
skill,,skill,
faced,,faced,
intellect,,intellect,
college,,college,
announced,,announced,
midnight,,midnight,
reward,,reward,
gift,,gift,
hast,,hast,
prayer,,prayer,
process,,process,
sugar,,sugar,
connected,,connected,
hans,,hans,
la,,la,
parties,,parties,
emotion,,emotion,
hut,,hut,
sounded,,sounded,
hollow,,hollow,
nights,,nights,
agree,,agree,
cities,,cities,
appointed,,appointed,
god's,,god's,
sees,,sees,
striking,,striking,
astonishment,,astonishment,
swift,,swift,
pull,,pull,
southern,,southern,
crew,,crew,
hid,,hid,
lucy,,lucy,
colour,,colour,
loving,,loving,
inhabitants,,inhabitants,
oak,,oak,
kings,,kings,
wondering,,wondering,
acquainted,,acquainted,
guests,,guests,
bosom,,bosom,
solemn,,solemn,
desert,,desert,
absolute,,absolute,
household,,household,
destroyed,,destroyed,
gets,,gets,
raise,,raise,
blame,,blame,
belong,,belong,
guns,,guns,
sharply,,sharply,
assure,,assure,
request,,request,
machine,,machine,
bold,,bold,
bob,,bob,
conclusion,,conclusion,
coffee,,coffee,
afterward,,afterward,
ignorant,,ignorant,
risk,,risk,
composed,,composed,
commanded,,commanded,
genius,,genius,
rapid,,rapid,
beheld,,beheld,
degrees,,degrees,
quarters,,quarters,
farmer,,farmer,
nonsense,,nonsense,
doubtless,,doubtless,
alarm,,alarm,
mc,,mc,
violence,,violence,
vision,,vision,
rush,,rush,
concluded,,concluded,
reflection,,reflection,
pick,,pick,
pink,,pink,
praise,,praise,
brow,,brow,
delay,,delay,
contained,,contained,
muttered,,muttered,
soil,,soil,
he'd,,he'd,
shock,,shock,
practical,,practical,
market,,market,
adventure,,adventure,
quality,,quality,
reader,,reader,
diamond,,diamond,
countess,,countess,
winds,,winds,
philip,,philip,
retired,,retired,
brief,,brief,
extended,,extended,
torn,,torn,
universal,,universal,
punishment,,punishment,
angel,,angel,
causes,,causes,
realized,,realized,
clock,,clock,
belonged,,belonged,
gay,,gay,
shake,,shake,
constitution,,constitution,
range,,range,
wretched,,wretched,
lion,,lion,
bones,,bones,
invited,,invited,
folk,,folk,
devoted,,devoted,
anywhere,,anywhere,
hit,,hit,
properly,,properly,
atmosphere,,atmosphere,
regret,,regret,
leaned,,leaned,
maybe,,maybe,
firmly,,firmly,
he'll,,he'll,
stir,,stir,
ages,,ages,
wept,,wept,
infinite,,infinite,
nations,,nations,
bushes,,bushes,
sorts,,sorts,
paul,,paul,
darling,,darling,
introduced,,introduced,
difficulties,,difficulties,
rendered,,rendered,
separate,,separate,
humble,,humble,
movements,,movements,
successful,,successful,
credit,,credit,
numerous,,numerous,
throwing,,throwing,
million,,million,
descended,,descended,
protection,,protection,
van,,van,
bless,,bless,
enormous,,enormous,
crept,,crept,
deserted,,deserted,
astonished,,astonished,
shows,,shows,
match,,match,
worship,,worship,
favor,,favor,
entering,,entering,
unusual,,unusual,
don,,don,
nearest,,nearest,
park,,park,
utter,,utter,
poet,,poet,
visited,,visited,
ours,,ours,
severe,,severe,
frame,,frame,
wherever,,wherever,
fun,,fun,
argument,,argument,
pierre,,pierre,
wolf,,wolf,
travel,,travel,
burned,,burned,
stuff,,stuff,
adam,,adam,
lately,,lately,
mud,,mud,
actions,,actions,
final,,final,
painful,,painful,
startled,,startled,
cattle,,cattle,
stupid,,stupid,
stronger,,stronger,
gratitude,,gratitude,
female,,female,
numbers,,numbers,
fourteen,,fourteen,
learning,,learning,
ha,,ha,
gates,,gates,
june,,june,
ruin,,ruin,
triumph,,triumph,
possess,,possess,
madam,,madam,
compelled,,compelled,
abroad,,abroad,
changes,,changes,
job,,job,
hero,,hero,
western,,western,
row,,row,
page,,page,
candle,,candle,
title,,title,
accomplished,,accomplished,
apartment,,apartment,
joseph,,joseph,
cared,,cared,
plants,,plants,
bride,,bride,
details,,details,
habits,,habits,
stern,,stern,
scattered,,scattered,
demand,,demand,
prisoners,,prisoners,
gloomy,,gloomy,
robert,,robert,
rays,,rays,
pen,,pen,
slightest,,slightest,
empire,,empire,
climbed,,climbed,
beard,,beard,
require,,require,
vanished,,vanished,
mankind,,mankind,
hunger,,hunger,
painted,,painted,
parliament,,parliament,
effects,,effects,
knocked,,knocked,
badly,,badly,
likewise,,likewise,
ghost,,ghost,
northern,,northern,
guest,,guest,
intellectual,,intellectual,
merchant,,merchant,
source,,source,
hitherto,,hitherto,
resolution,,resolution,
bar,,bar,
committed,,committed,
current,,current,
witness,,witness,
countries,,countries,
beaten,,beaten,
hastened,,hastened,
description,,description,
attended,,attended,
dim,,dim,
eaten,,eaten,
examined,,examined,
afford,,afford,
consequently,,consequently,
results,,results,
fatal,,fatal,
catherine,,catherine,
disposition,,disposition,
manage,,manage,
proportion,,proportion,
occasionally,,occasionally,
flash,,flash,
poured,,poured,
sunshine,,sunshine,
spanish,,spanish,
proceed,,proceed,
lieutenant,,lieutenant,
steady,,steady,
pursued,,pursued,
qualities,,qualities,
staring,,staring,
handkerchief,,handkerchief,
solid,,solid,
hesitated,,hesitated,
created,,created,
occasions,,occasions,
smaller,,smaller,
departed,,departed,
cries,,cries,
wash,,wash,
beloved,,beloved,
keen,,keen,
furniture,,furniture,
elder,,elder,
cheerful,,cheerful,
quantity,,quantity,
driving,,driving,
attend,,attend,
warning,,warning,
earl,,earl,
flame,,flame,
crowded,,crowded,
goodness,,goodness,
vague,,vague,
reflected,,reflected,
citizens,,citizens,
folks,,folks,
purple,,purple,
voyage,,voyage,
alike,,alike,
thomas,,thomas,
observation,,observation,
julia,,julia,
safely,,safely,
attached,,attached,
destruction,,destruction,
oil,,oil,
signal,,signal,
disposed,,disposed,
desk,,desk,
tells,,tells,
wandered,,wandered,
rid,,rid,
actual,,actual,
continually,,continually,
seriously,,seriously,
fancied,,fancied,
richard,,richard,
steel,,steel,
shelter,,shelter,
mode,,mode,
parted,,parted,
happens,,happens,
drank,,drank,
borne,,borne,
valuable,,valuable,
et,,et,
forever,,forever,
eternal,,eternal,
sensation,,sensation,
venture,,venture,
leader,,leader,
steadily,,steadily,
dread,,dread,
silly,,silly,
heavens,,heavens,
poverty,,poverty,
imagined,,imagined,
operation,,operation,
dearest,,dearest,
track,,track,
bishop,,bishop,
lawyer,,lawyer,
kate,,kate,
beings,,beings,
chain,,chain,
lands,,lands,
calls,,calls,
port,,port,
separated,,separated,
library,,library,
beasts,,beasts,
rang,,rang,
fifth,,fifth,
cow,,cow,
ere,,ere,
obey,,obey,
trip,,trip,
enjoyed,,enjoyed,
readily,,readily,
katy,,katy,
meantime,,meantime,
civil,,civil,
shed,,shed,
base,,base,
tad,,tad,
exact,,exact,
seeking,,seeking,
local,,local,
eyed,,eyed,
drunk,,drunk,
disturbed,,disturbed,
acts,,acts,
distress,,distress,
hated,,hated,
ventured,,ventured,
failure,,failure,
nest,,nest,
wave,,wave,
audience,,audience,
hundreds,,hundreds,
ralph,,ralph,
assumed,,assumed,
related,,related,
tones,,tones,
fears,,fears,
dressing,,dressing,
masters,,masters,
fleet,,fleet,
marilla,,marilla,
pace,,pace,
powder,,powder,
someone,,someone,
insisted,,insisted,
heavily,,heavily,
tristram,,tristram,
flour,,flour,
generous,,generous,
hearted,,hearted,
chiefly,,chiefly,
expedition,,expedition,
t,,t,
islands,,islands,
granted,,granted,
stiff,,stiff,
strongly,,strongly,
classes,,classes,
charm,,charm,
development,,development,
hunt,,hunt,
florence,,florence,
sadly,,sadly,
desperate,,desperate,
humanity,,humanity,
repeat,,repeat,
weakness,,weakness,
thunder,,thunder,
drinking,,drinking,
domestic,,domestic,
isabel,,isabel,
obtain,,obtain,
greek,,greek,
whisper,,whisper,
remaining,,remaining,
per,,per,
amid,,amid,
instinct,,instinct,
region,,region,
chris,,chris,
plate,,plate,
applied,,applied,
straw,,straw,
sex,,sex,
families,,families,
burden,,burden,
spiritual,,spiritual,
dragged,,dragged,
diana,,diana,
polly,,polly,
describe,,describe,
attempted,,attempted,
grandmother,,grandmother,
delivered,,delivered,
daughters,,daughters,
probable,,probable,
concealed,,concealed,
supreme,,supreme,
gown,,gown,
ned,,ned,
weeping,,weeping,
reaching,,reaching,
circumstance,,circumstance,
fever,,fever,
permit,,permit,
services,,services,
fastened,,fastened,
saddle,,saddle,
abandoned,,abandoned,
rachel,,rachel,
suspected,,suspected,
giant,,giant,
mouse,,mouse,
coloured,,coloured,
colored,,colored,
rights,,rights,
prize,,prize,
directions,,directions,
mood,,mood,
noon,,noon,
jean,,jean,
italian,,italian,
hang,,hang,
disappointment,,disappointment,
strangers,,strangers,
lightly,,lightly,
wandering,,wandering,
estate,,estate,
shouldn't,,shouldn't,
headed,,headed,
feast,,feast,
chose,,chose,
washington,,washington,
dirty,,dirty,
destroy,,destroy,
record,,record,
motive,,motive,
dining,,dining,
lightning,,lightning,
treat,,treat,
exhausted,,exhausted,
disappointed,,disappointed,
enthusiasm,,enthusiasm,
carpet,,carpet,
opposition,,opposition,
quarrel,,quarrel,
freely,,freely,
wearing,,wearing,
lack,,lack,
stuck,,stuck,
widow,,widow,
glorious,,glorious,
perceive,,perceive,
instrument,,instrument,
leaped,,leaped,
anna,,anna,
sailed,,sailed,
washed,,washed,
labour,,labour,
render,,render,
mount,,mount,
series,,series,
intense,,intense,
inn,,inn,
finds,,finds,
rules,,rules,
bitterly,,bitterly,
contempt,,contempt,
mixed,,mixed,
term,,term,
overcome,,overcome,
gazing,,gazing,
profound,,profound,
build,,build,
cutting,,cutting,
smell,,smell,
article,,article,
views,,views,
newspaper,,newspaper,
apple,,apple,
oliver,,oliver,
falls,,falls,
acted,,acted,
marble,,marble,
desires,,desires,
guards,,guards,
variety,,variety,
shortly,,shortly,
pony,,pony,
aspect,,aspect,
grateful,,grateful,
belongs,,belongs,
squire,,squire,
experienced,,experienced,
smoking,,smoking,
nicholas,,nicholas,
shell,,shell,
notion,,notion,
silently,,silently,
district,,district,
mortal,,mortal,
trap,,trap,
misfortune,,misfortune,
beating,,beating,
pack,,pack,
shoot,,shoot,
ambition,,ambition,
mingled,,mingled,
hiding,,hiding,
origin,,origin,
walter,,walter,
volume,,volume,
fetch,,fetch,
branch,,branch,
slain,,slain,
pockets,,pockets,
deny,,deny,
staff,,staff,
turns,,turns,
interview,,interview,
boats,,boats,
fearful,,fearful,
disease,,disease,
knee,,knee,
singular,,singular,
trace,,trace,
trembled,,trembled,
reputation,,reputation,
roses,,roses,
ideal,,ideal,
roll,,roll,
retreat,,retreat,
apparent,,apparent,
swiftly,,swiftly,
outer,,outer,
invitation,,invitation,
beach,,beach,
formerly,,formerly,
baron,,baron,
heap,,heap,
thine,,thine,
b,,b,
thither,,thither,
wake,,wake,
suggestion,,suggestion,
strain,,strain,
author,,author,
depths,,depths,
pointing,,pointing,
poetry,,poetry,
monte,,monte,
metal,,metal,
design,,design,
leisure,,leisure,
italy,,italy,
lesson,,lesson,
virginia,,virginia,
farewell,,farewell,
treatment,,treatment,
endure,,endure,
hell,,hell,
represented,,represented,
threatened,,threatened,
concern,,concern,
prospect,,prospect,
closer,,closer,
growth,,growth,
philosophy,,philosophy,
cart,,cart,
wheel,,wheel,
wishing,,wishing,
dish,,dish,
fired,,fired,
bench,,bench,
pot,,pot,
pine,,pine,
rolling,,rolling,
horizon,,horizon,
tight,,tight,
millions,,millions,
essential,,essential,
earlier,,earlier,
vessels,,vessels,
fury,,fury,
majority,,majority,
scarce,,scarce,
ignorance,,ignorance,
bush,,bush,
precisely,,precisely,
slip,,slip,
articles,,articles,
owner,,owner,
lunch,,lunch,
intimate,,intimate,
pretended,,pretended,
thirteen,,thirteen,
touching,,touching,
leaf,,leaf,
benefit,,benefit,
conviction,,conviction,
irish,,irish,
furnished,,furnished,
purposes,,purposes,
appeal,,appeal,
settle,,settle,
starting,,starting,
gesture,,gesture,
reduced,,reduced,
unexpected,,unexpected,
acquired,,acquired,
missed,,missed,
mischief,,mischief,
rude,,rude,
string,,string,
tear,,tear,
lift,,lift,
heels,,heels,
piano,,piano,
ceremony,,ceremony,
beds,,beds,
committee,,committee,
aim,,aim,
stout,,stout,
succeed,,succeed,
hospital,,hospital,
check,,check,
flag,,flag,
community,,community,
discussion,,discussion,
characters,,characters,
motionless,,motionless,
scheme,,scheme,
decision,,decision,
bath,,bath,
mirror,,mirror,
stirred,,stirred,
rear,,rear,
noted,,noted,
